ano,nome_municipio,n
2023,São Francisco de Itabapoana,27
2024,São Francisco de Itabapoana,23
2010,São Gonçalo,611
2011,São Gonçalo,601
2012,São Gonçalo,620
2013,São Gonçalo,616
2014,São Gonçalo,560
2015,São Gonçalo,552
2016,São Gonçalo,600
2017,São Gonçalo,593
2018,São Gonçalo,615
2019,São Gonçalo,582
2020,São Gonçalo,570
2021,São Gonçalo,658
2022,São Gonçalo,687
2023,São Gonçalo,602
2024,São Gonçalo,605
2010,São João da Barra,19
2011,São João da Barra,23
2012,São João da Barra,26
2013,São João da Barra,27
2014,São João da Barra,18
2015,São João da Barra,20
2016,São João da Barra,22
2017,São João da Barra,19
2018,São João da Barra,18
2019,São João da Barra,27
2020,São João da Barra,25
2021,São João da Barra,27
2022,São João da Barra,29
2023,São João da Barra,33
2024,São João da Barra,31
2010,São João de Meriti,279
2011,São João de Meriti,240
2012,São João de Meriti,257
2013,São João de Meriti,262
2014,São João de Meriti,234
2015,São João de Meriti,246
2016,São João de Meriti,264
2017,São João de Meriti,225
2018,São João de Meriti,281
2019,São João de Meriti,234
2020,São João de Meriti,267
2021,São João de Meriti,294
2022,São João de Meriti,271
2023,São João de Meriti,290
2024,São João de Meriti,252
2010,São José de Ubá,7
2011,São José de Ubá,2
2012,São José de Ubá,6
2013,São José de Ubá,6
2014,São José de Ubá,3
2015,São José de Ubá,3
2017,São José de Ubá,1
2018,São José de Ubá,6
2019,São José de Ubá,6
2020,São José de Ubá,4
2021,São José de Ubá,4
2022,São José de Ubá,6
2023,São José de Ubá,4
2024,São José de Ubá,5
2010,São José do Vale do Rio Preto,9
2011,São José do Vale do Rio Preto,12
2012,São José do Vale do Rio Preto,15
2013,São José do Vale do Rio Preto,12
2014,São José do Vale do Rio Preto,9
2015,São José do Vale do Rio Preto,21
2016,São José do Vale do Rio Preto,6
2017,São José do Vale do Rio Preto,9
2018,São José do Vale do Rio Preto,9
2019,São José do Vale do Rio Preto,11
2020,São José do Vale do Rio Preto,7
2021,São José do Vale do Rio Preto,9
2022,São José do Vale do Rio Preto,11
2023,São José do Vale do Rio Preto,9
2024,São José do Vale do Rio Preto,10
2010,São Pedro da Aldeia,32
2011,São Pedro da Aldeia,59
2012,São Pedro da Aldeia,39
2013,São Pedro da Aldeia,29
2014,São Pedro da Aldeia,43
2015,São Pedro da Aldeia,43
2016,São Pedro da Aldeia,35
2017,São Pedro da Aldeia,37
2018,São Pedro da Aldeia,38
2019,São Pedro da Aldeia,34
2020,São Pedro da Aldeia,35
2021,São Pedro da Aldeia,41
2022,São Pedro da Aldeia,36
2023,São Pedro da Aldeia,43
2024,São Pedro da Aldeia,58
2010,São Sebastião do Alto,6
2011,São Sebastião do Alto,5
2012,São Sebastião do Alto,2
2013,São Sebastião do Alto,2
2014,São Sebastião do Alto,6
2015,São Sebastião do Alto,4
2016,São Sebastião do Alto,3
2017,São Sebastião do Alto,1
2018,São Sebastião do Alto,4
2019,São Sebastião do Alto,5
2020,São Sebastião do Alto,6
2021,São Sebastião do Alto,4
2022,São Sebastião do Alto,6
2023,São Sebastião do Alto,4
2024,São Sebastião do Alto,4
2010,Sapucaia,13
2011,Sapucaia,15
2012,Sapucaia,10
2013,Sapucaia,9
2014,Sapucaia,12
2015,Sapucaia,14
2016,Sapucaia,7
2017,Sapucaia,14
2018,Sapucaia,9
2019,Sapucaia,12
2020,Sapucaia,9
2021,Sapucaia,13
2022,Sapucaia,12
2023,Sapucaia,9
2024,Sapucaia,11
2010,Saquarema,50
2011,Saquarema,42
2012,Saquarema,41
2013,Saquarema,38
2014,Saquarema,45
2015,Saquarema,37
2016,Saquarema,51
2017,Saquarema,41
2018,Saquarema,48
2019,Saquarema,42
2020,Saquarema,44
2021,Saquarema,54
2022,Saquarema,52
2023,Saquarema,50
2024,Saquarema,45
2010,Seropédica,29
2011,Seropédica,36
2012,Seropédica,37
2013,Seropédica,50
2014,Seropédica,44
2015,Seropédica,39
2016,Seropédica,40
2017,Seropédica,47
2018,Seropédica,52
2019,Seropédica,40
2020,Seropédica,38
2021,Seropédica,40
2022,Seropédica,48
2023,Seropédica,44
2024,Seropédica,53
2010,Silva Jardim,12
2011,Silva Jardim,11
2012,Silva Jardim,14
2013,Silva Jardim,11
2014,Silva Jardim,13
2015,Silva Jardim,13
2016,Silva Jardim,17
2017,Silva Jardim,10
2018,Silva Jardim,9
2019,Silva Jardim,18
2020,Silva Jardim,10
2021,Silva Jardim,12
2022,Silva Jardim,8
2023,Silva Jardim,17
2024,Silva Jardim,18
2010,Sumidouro,6
2011,Sumidouro,9
2012,Sumidouro,8
2013,Sumidouro,9
2014,Sumidouro,13
2015,Sumidouro,9
2016,Sumidouro,8
2017,Sumidouro,8
2018,Sumidouro,5
2019,Sumidouro,5
2020,Sumidouro,3
2021,Sumidouro,6
2022,Sumidouro,7
2023,Sumidouro,3
2024,Sumidouro,6
2010,Tanguá,14
2011,Tanguá,11
2012,Tanguá,17
2013,Tanguá,21
2014,Tanguá,13
2015,Tanguá,19
2016,Tanguá,14
2017,Tanguá,17
2018,Tanguá,17
2019,Tanguá,13
2020,Tanguá,17
2021,Tanguá,13
2022,Tanguá,16
2023,Tanguá,13
2024,Tanguá,15
2010,Teresópolis,86
2011,Teresópolis,100
2012,Teresópolis,95
2013,Teresópolis,103
2014,Teresópolis,121
2015,Teresópolis,107
2016,Teresópolis,131
2017,Teresópolis,110
2018,Teresópolis,131
2019,Teresópolis,122
2020,Teresópolis,114
2021,Teresópolis,94
2022,Teresópolis,109
2023,Teresópolis,107
2024,Teresópolis,104
2010,Trajano de Moraes,5
2011,Trajano de Moraes,3
2012,Trajano de Moraes,12
2013,Trajano de Moraes,3
2014,Trajano de Moraes,10
2015,Trajano de Moraes,10
2016,Trajano de Moraes,7
2017,Trajano de Moraes,3
2018,Trajano de Moraes,4
2019,Trajano de Moraes,4
2020,Trajano de Moraes,3
2021,Trajano de Moraes,5
2022,Trajano de Moraes,3
2023,Trajano de Moraes,5
2024,Trajano de Moraes,5
2010,Três Rios,68
2011,Três Rios,64
2012,Três Rios,42
2013,Três Rios,61
2014,Três Rios,53
2015,Três Rios,55
2016,Três Rios,51
2017,Três Rios,62
2018,Três Rios,63
2019,Três Rios,65
2020,Três Rios,43
2021,Três Rios,52
2022,Três Rios,50
2023,Três Rios,52
2024,Três Rios,46
2010,Valença,59
2011,Valença,40
2012,Valença,46
2013,Valença,66
2014,Valença,50
2015,Valença,52
2016,Valença,48
2017,Valença,47
2018,Valença,50
2019,Valença,48
2020,Valença,61
2021,Valença,44
2022,Valença,60
2023,Valença,42
2024,Valença,45
2010,Varre-Sai,5
2011,Varre-Sai,6
2012,Varre-Sai,4
2013,Varre-Sai,6
2014,Varre-Sai,3
2015,Varre-Sai,4
2016,Varre-Sai,4
2017,Varre-Sai,5
2018,Varre-Sai,3
2019,Varre-Sai,4
2020,Varre-Sai,6
2021,Varre-Sai,11
2022,Varre-Sai,9
2023,Varre-Sai,6
2024,Varre-Sai,8
2010,Vassouras,31
2011,Vassouras,23
2012,Vassouras,35
2013,Vassouras,30
2014,Vassouras,28
2015,Vassouras,30
2016,Vassouras,24
2017,Vassouras,31
2018,Vassouras,28
2019,Vassouras,26
2020,Vassouras,26
2021,Vassouras,33
2022,Vassouras,42
2023,Vassouras,27
2024,Vassouras,21
2010,Volta Redonda,180
2011,Volta Redonda,196
2012,Volta Redonda,170
2013,Volta Redonda,171
2014,Volta Redonda,179
2015,Volta Redonda,145
2016,Volta Redonda,166
2017,Volta Redonda,164
2018,Volta Redonda,193
2019,Volta Redonda,180
2020,Volta Redonda,172
2021,Volta Redonda,165
2022,Volta Redonda,180
2023,Volta Redonda,172
2024,Volta Redonda,179
